,Variable,Year,Region,Subregion,Value
66138,Farm cash income ($),2005,QL,QLD Charleville - Longreach,96050.0
66139,Farm liquid assets at 30 June ($),2005,QL,QLD Charleville - Longreach,277370.0
66140,Fertiliser ($),2005,QL,QLD Charleville - Longreach,730.0
66141,Field peas area sown (ha),2005,QL,QLD Charleville - Longreach,0.0
66142,Field peas produced (t),2005,QL,QLD Charleville - Longreach,0.0
66143,Field peas receipts ($),2005,QL,QLD Charleville - Longreach,0.0
66144,Fodder ($),2005,QL,QLD Charleville - Longreach,45090.0
66145,Fuel oil and grease ($),2005,QL,QLD Charleville - Longreach,34360.0
66146,Grain legumes area sown (ha),2005,QL,QLD Charleville - Longreach,0.0
66147,Grain legumes produced (t),2005,QL,QLD Charleville - Longreach,0.0
66148,Grain legumes receipts ($),2005,QL,QLD Charleville - Longreach,0.0
66149,Handling and marketing ($),2005,QL,QLD Charleville - Longreach,6590.0
66150,Hours worked on farm - total (hrsperwk),2005,QL,QLD Charleville - Longreach,139.0
66151,Hours worked on farm by owner manager (hrsperwk),2005,QL,QLD Charleville - Longreach,56.0
66152,Hours worked on farm by spouse (hrsperwk),2005,QL,QLD Charleville - Longreach,35.0
66153,Imputed labor cost ($),2005,QL,QLD Charleville - Longreach,90790.0
66154,Insurance ($),2005,QL,QLD Charleville - Longreach,7460.0
66155,Interest paid ($),2005,QL,QLD Charleville - Longreach,63620.0
66156,Lambs at 30 June (no.),2005,QL,QLD Charleville - Longreach,342.0
66157,Land rent ($),2005,QL,QLD Charleville - Longreach,6150.0
66158,Leasing charges ($),2005,QL,QLD Charleville - Longreach,9160.0
66159,Livestock materials ($),2005,QL,QLD Charleville - Longreach,10170.0
66160,Livestock transfers - inwards ($),2005,QL,QLD Charleville - Longreach,0.0
66161,Livestock transfers - outward ($),2005,QL,QLD Charleville - Longreach,2320.0
66162,Lupins area sown (ha),2005,QL,QLD Charleville - Longreach,0.0
66163,Lupins produced (t),2005,QL,QLD Charleville - Longreach,0.0
66164,Lupins receipts ($),2005,QL,QLD Charleville - Longreach,0.0
66165,Net capital additions ($),2005,QL,QLD Charleville - Longreach,13010.0
66166,Oats area sown (ha),2005,QL,QLD Charleville - Longreach,11.0
66167,Oats produced (t),2005,QL,QLD Charleville - Longreach,0.0
66168,Oats receipts ($),2005,QL,QLD Charleville - Longreach,0.0
66169,Off farm contracts ($),2005,QL,QLD Charleville - Longreach,350.0
66170,Off farm sharefarming ($),2005,QL,QLD Charleville - Longreach,0.0
66171,Off-farm work for owner manager (hrsperwk),2005,QL,QLD Charleville - Longreach,0.0
66172,Off-farm work for spouse (hrsperwk),2005,QL,QLD Charleville - Longreach,1.0
66173,Oilseeds area sown (ha),2005,QL,QLD Charleville - Longreach,0.0
66174,Oilseeds produced (t),2005,QL,QLD Charleville - Longreach,0.0
66175,Oilseeds receipts ($),2005,QL,QLD Charleville - Longreach,0.0
66176,Other administration expenses ($),2005,QL,QLD Charleville - Longreach,13110.0
66177,Other farm income ($),2005,QL,QLD Charleville - Longreach,52620.0
66178,Other livestock purchased ($),2005,QL,QLD Charleville - Longreach,330.0
66179,Other livestock receipts ($),2005,QL,QLD Charleville - Longreach,1600.0
66180,Other materials ($),2005,QL,QLD Charleville - Longreach,13660.0
66181,Other services ($),2005,QL,QLD Charleville - Longreach,25830.0
66182,Payments to sharefarmers ($),2005,QL,QLD Charleville - Longreach,0.0
66183,Population,2005,QL,QLD Charleville - Longreach,736.0
66184,Produce purchased for resale ($),2005,QL,QLD Charleville - Longreach,0.0
66185,Profit at full equity ($),2005,QL,QLD Charleville - Longreach,83030.0
66186,Profit at full equity including capital appreciation ($),2005,QL,QLD Charleville - Longreach,550380.0
66187,Rams at 30 June (no.),2005,QL,QLD Charleville - Longreach,21.0
66188,Rate of return ex. capital appreciation (%),2005,QL,QLD Charleville - Longreach,1.1
66189,Rate of return inc. capital appreciation (%),2005,QL,QLD Charleville - Longreach,7.1
66190,Repairs and maintenance ($),2005,QL,QLD Charleville - Longreach,64500.0
66191,Rice area sown (ha),2005,QL,QLD Charleville - Longreach,0.0
66192,Sample Contributing,2005,QL,QLD Charleville - Longreach,51.0
66193,Seed ($),2005,QL,QLD Charleville - Longreach,2430.0
66194,Shearing crutching ($),2005,QL,QLD Charleville - Longreach,9980.0
66195,Sheep and lambs shorn (no.),2005,QL,QLD Charleville - Longreach,1516.0
66196,Sheep flock at 30 June (no.),2005,QL,QLD Charleville - Longreach,1594.0
66197,Sheep purchased ($),2005,QL,QLD Charleville - Longreach,7190.0
66198,Sheep purchased (no.),2005,QL,QLD Charleville - Longreach,73.0
66199,Sheep receipts ($),2005,QL,QLD Charleville - Longreach,28630.0
66200,Sheep sold (no.),2005,QL,QLD Charleville - Longreach,461.0
66201,Shire and PPB rates ($),2005,QL,QLD Charleville - Longreach,12360.0
66202,Sorghum area sown (ha),2005,QL,QLD Charleville - Longreach,0.0
66203,Sorghum produced (t),2005,QL,QLD Charleville - Longreach,0.0
66204,Sorghum receipts ($),2005,QL,QLD Charleville - Longreach,0.0
66205,Steers and other beef cattle at 30 June (no.),2005,QL,QLD Charleville - Longreach,283.0
66206,Stores and rations ($),2005,QL,QLD Charleville - Longreach,3560.0
66207,Telephone ($),2005,QL,QLD Charleville - Longreach,5680.0
66208,Total area cropped (ha),2005,QL,QLD Charleville - Longreach,58.0
66209,Total area irrigated (ha),2005,QL,QLD Charleville - Longreach,
66210,Total cash costs ($),2005,QL,QLD Charleville - Longreach,480200.0
66211,Total cash receipts ($),2005,QL,QLD Charleville - Longreach,576240.0
66212,Total closing capital ($),2005,QL,QLD Charleville - Longreach,7786890.0
66213,Total crop gross receipts ($),2005,QL,QLD Charleville - Longreach,1520.0
66214,Total family income ($),2005,QL,QLD Charleville - Longreach,100320.0
66215,Total freight ($),2005,QL,QLD Charleville - Longreach,23150.0
66216,Total labor used (weeks),2005,QL,QLD Charleville - Longreach,136.0
66217,Total non farm income ($),2005,QL,QLD Charleville - Longreach,21630.0
66218,Total off farm wages ($),2005,QL,QLD Charleville - Longreach,1370.0
66219,Total wool sold (kg),2005,QL,QLD Charleville - Longreach,
66220,Value of land and fixed improvements ($),2005,QL,QLD Charleville - Longreach,5889840.0
66221,Vet fees ($),2005,QL,QLD Charleville - Longreach,780.0
66222,Wages for hired labor ($),2005,QL,QLD Charleville - Longreach,18770.0
66223,Water charges ($),2005,QL,QLD Charleville - Longreach,0.0
66224,Wethers at 30 June (no.),2005,QL,QLD Charleville - Longreach,376.0
66225,Wheat area sown (ha),2005,QL,QLD Charleville - Longreach,0.0
66226,Wheat produced (t),2005,QL,QLD Charleville - Longreach,0.0
66227,Wheat receipts ($),2005,QL,QLD Charleville - Longreach,0.0
66228,Wheat sold (t),2005,QL,QLD Charleville - Longreach,0.0
66229,Wool cut per head (kg),2005,QL,QLD Charleville - Longreach,
66230,Wool produced (kg),2005,QL,QLD Charleville - Longreach,6449.0
66231,Wool receipts ($),2005,QL,QLD Charleville - Longreach,39360.0
66232,AI stud fees and herd testing ($),2005,QL,QLD Eastern Darling Downs,110.0
66233,Accounting services ($),2005,QL,QLD Eastern Darling Downs,3440.0
66234,Advisory services ($),2005,QL,QLD Eastern Darling Downs,250.0
66235,Age of owner manager (yrs),2005,QL,QLD Eastern Darling Downs,57.0
66236,Age of spouse (yrs),2005,QL,QLD Eastern Darling Downs,54.0
66237,Agistment ($),2005,QL,QLD Eastern Darling Downs,3440.0
66238,Area operated at 30 June (ha),2005,QL,QLD Eastern Darling Downs,1605.0
66239,Barley area sown (ha),2005,QL,QLD Eastern Darling Downs,21.0
66240,Barley produced (t),2005,QL,QLD Eastern Darling Downs,37.0
66241,Barley receipts ($),2005,QL,QLD Eastern Darling Downs,10850.0
66242,Beef bulls at 30 June (no.),2005,QL,QLD Eastern Darling Downs,5.0
66243,Beef calves at 30 June (no.),2005,QL,QLD Eastern Darling Downs,68.0
66244,Beef cattle purchased ($),2005,QL,QLD Eastern Darling Downs,35020.0
66245,Beef cattle purchased (no.),2005,QL,QLD Eastern Darling Downs,44.0
66246,Beef cattle receipts ($),2005,QL,QLD Eastern Darling Downs,285640.0
66247,Beef cattle sold (no.),2005,QL,QLD Eastern Darling Downs,207.0
66248,Beef cattle transferred off farm (no.),2005,QL,QLD Eastern Darling Downs,7.0
66249,Beef cattle transferred onto farm (no.),2005,QL,QLD Eastern Darling Downs,77.0
66250,Beef cows at 30 June (no.),2005,QL,QLD Eastern Darling Downs,115.0
66251,Beef heifers at 30 June (no.),2005,QL,QLD Eastern Darling Downs,26.0
66252,Beef herd at 30 June (no.),2005,QL,QLD Eastern Darling Downs,310.0
66253,Branding rate (%),2005,QL,QLD Eastern Darling Downs,78.1
66254,Buildup in trading stocks ($),2005,QL,QLD Eastern Darling Downs,3290.0
66255,Canola area sown (ha),2005,QL,QLD Eastern Darling Downs,0.0
66256,Canola produced (t),2005,QL,QLD Eastern Darling Downs,0.0
66257,Canola receipts ($),2005,QL,QLD Eastern Darling Downs,0.0
66258,Capital appreciation ($),2005,QL,QLD Eastern Darling Downs,516150.0
66259,Capital at 1 July ($),2005,QL,QLD Eastern Darling Downs,3576090.0
66260,Change in farm debt ($),2005,QL,QLD Eastern Darling Downs,102210.0
66261,Contracts - cropping ($),2005,QL,QLD Eastern Darling Downs,5540.0
66262,Contracts - livestock ($),2005,QL,QLD Eastern Darling Downs,3030.0
66263,Cotton receipts ($),2005,QL,QLD Eastern Darling Downs,5760.0
66264,Crop and pasture chemicals ($),2005,QL,QLD Eastern Darling Downs,11040.0
66265,Dairy cattle at June 30 (no.),2005,QL,QLD Eastern Darling Downs,0.0
66266,Depreciation ($),2005,QL,QLD Eastern Darling Downs,45760.0
66267,Electricity ($),2005,QL,QLD Eastern Darling Downs,5510.0
66268,Equity ratio at 30 June (%),2005,QL,QLD Eastern Darling Downs,89.0
66269,Ewes at 30 June (no.),2005,QL,QLD Eastern Darling Downs,116.0
66270,Family share of farm income ($),2005,QL,QLD Eastern Darling Downs,26210.0
66271,Farm business debt at 30 June ($),2005,QL,QLD Eastern Darling Downs,439180.0
66272,Farm business equity June 30 ($),2005,QL,QLD Eastern Darling Downs,3548410.0
66273,Farm business profit ($),2005,QL,QLD Eastern Darling Downs,-32040.0
66274,Farm cash income ($),2005,QL,QLD Eastern Darling Downs,78160.0
66275,Farm liquid assets at 30 June ($),2005,QL,QLD Eastern Darling Downs,121840.0
66276,Fertiliser ($),2005,QL,QLD Eastern Darling Downs,12000.0
66277,Field peas area sown (ha),2005,QL,QLD Eastern Darling Downs,0.0
66278,Field peas produced (t),2005,QL,QLD Eastern Darling Downs,0.0
66279,Field peas receipts ($),2005,QL,QLD Eastern Darling Downs,0.0
66280,Fodder ($),2005,QL,QLD Eastern Darling Downs,32090.0
66281,Fuel oil and grease ($),2005,QL,QLD Eastern Darling Downs,27990.0
66282,Grain legumes area sown (ha),2005,QL,QLD Eastern Darling Downs,9.0
66283,Grain legumes produced (t),2005,QL,QLD Eastern Darling Downs,4.0
66284,Grain legumes receipts ($),2005,QL,QLD Eastern Darling Downs,6880.0
66285,Handling and marketing ($),2005,QL,QLD Eastern Darling Downs,2190.0
66286,Hours worked on farm - total (hrsperwk),2005,QL,QLD Eastern Darling Downs,90.0
66287,Hours worked on farm by owner manager (hrsperwk),2005,QL,QLD Eastern Darling Downs,50.0
66288,Hours worked on farm by spouse (hrsperwk),2005,QL,QLD Eastern Darling Downs,19.0
66289,Imputed labor cost ($),2005,QL,QLD Eastern Darling Downs,67730.0
66290,Insurance ($),2005,QL,QLD Eastern Darling Downs,9060.0
66291,Interest paid ($),2005,QL,QLD Eastern Darling Downs,27100.0
66292,Lambs at 30 June (no.),2005,QL,QLD Eastern Darling Downs,58.0
66293,Land rent ($),2005,QL,QLD Eastern Darling Downs,5670.0
66294,Leasing charges ($),2005,QL,QLD Eastern Darling Downs,3300.0
66295,Livestock materials ($),2005,QL,QLD Eastern Darling Downs,3660.0
66296,Livestock transfers - inwards ($),2005,QL,QLD Eastern Darling Downs,71350.0
66297,Livestock transfers - outward ($),2005,QL,QLD Eastern Darling Downs,7770.0
66298,Lupins area sown (ha),2005,QL,QLD Eastern Darling Downs,0.0
66299,Lupins produced (t),2005,QL,QLD Eastern Darling Downs,0.0
66300,Lupins receipts ($),2005,QL,QLD Eastern Darling Downs,0.0
66301,Net capital additions ($),2005,QL,QLD Eastern Darling Downs,11760.0
66302,Oats area sown (ha),2005,QL,QLD Eastern Darling Downs,25.0
66303,Oats produced (t),2005,QL,QLD Eastern Darling Downs,0.0
66304,Oats receipts ($),2005,QL,QLD Eastern Darling Downs,50.0
66305,Off farm contracts ($),2005,QL,QLD Eastern Darling Downs,24870.0
66306,Off farm sharefarming ($),2005,QL,QLD Eastern Darling Downs,610.0
66307,Off-farm work for owner manager (hrsperwk),2005,QL,QLD Eastern Darling Downs,1.0
66308,Off-farm work for spouse (hrsperwk),2005,QL,QLD Eastern Darling Downs,8.0
66309,Oilseeds area sown (ha),2005,QL,QLD Eastern Darling Downs,2.0
66310,Oilseeds produced (t),2005,QL,QLD Eastern Darling Downs,1.0
66311,Oilseeds receipts ($),2005,QL,QLD Eastern Darling Downs,590.0
66312,Other administration expenses ($),2005,QL,QLD Eastern Darling Downs,6250.0
66313,Other farm income ($),2005,QL,QLD Eastern Darling Downs,20260.0
66314,Other livestock purchased ($),2005,QL,QLD Eastern Darling Downs,0.0
66315,Other livestock receipts ($),2005,QL,QLD Eastern Darling Downs,80.0
66316,Other materials ($),2005,QL,QLD Eastern Darling Downs,7090.0
66317,Other services ($),2005,QL,QLD Eastern Darling Downs,12300.0
66318,Payments to sharefarmers ($),2005,QL,QLD Eastern Darling Downs,520.0
66319,Population,2005,QL,QLD Eastern Darling Downs,1836.0
66320,Produce purchased for resale ($),2005,QL,QLD Eastern Darling Downs,0.0
66321,Profit at full equity ($),2005,QL,QLD Eastern Darling Downs,2950.0
66322,Profit at full equity including capital appreciation ($),2005,QL,QLD Eastern Darling Downs,519100.0
66323,Rams at 30 June (no.),2005,QL,QLD Eastern Darling Downs,2.0
66324,Rate of return ex. capital appreciation (%),2005,QL,QLD Eastern Darling Downs,0.1
66325,Rate of return inc. capital appreciation (%),2005,QL,QLD Eastern Darling Downs,12.6
66326,Repairs and maintenance ($),2005,QL,QLD Eastern Darling Downs,26390.0
66327,Rice area sown (ha),2005,QL,QLD Eastern Darling Downs,0.0
66328,Sample Contributing,2005,QL,QLD Eastern Darling Downs,44.0
66329,Seed ($),2005,QL,QLD Eastern Darling Downs,4740.0
66330,Shearing crutching ($),2005,QL,QLD Eastern Darling Downs,1910.0
66331,Sheep and lambs shorn (no.),2005,QL,QLD Eastern Darling Downs,325.0
66332,Sheep flock at 30 June (no.),2005,QL,QLD Eastern Darling Downs,286.0
66333,Sheep purchased ($),2005,QL,QLD Eastern Darling Downs,1100.0
66334,Sheep purchased (no.),2005,QL,QLD Eastern Darling Downs,15.0
66335,Sheep receipts ($),2005,QL,QLD Eastern Darling Downs,3140.0
66336,Sheep sold (no.),2005,QL,QLD Eastern Darling Downs,52.0
66337,Shire and PPB rates ($),2005,QL,QLD Eastern Darling Downs,7300.0
66338,Sorghum area sown (ha),2005,QL,QLD Eastern Darling Downs,47.0
66339,Sorghum produced (t),2005,QL,QLD Eastern Darling Downs,176.0
66340,Sorghum receipts ($),2005,QL,QLD Eastern Darling Downs,31250.0
66341,Steers and other beef cattle at 30 June (no.),2005,QL,QLD Eastern Darling Downs,96.0
66342,Stores and rations ($),2005,QL,QLD Eastern Darling Downs,270.0
66343,Telephone ($),2005,QL,QLD Eastern Darling Downs,3170.0
66344,Total area cropped (ha),2005,QL,QLD Eastern Darling Downs,155.0
66345,Total area irrigated (ha),2005,QL,QLD Eastern Darling Downs,
66346,Total cash costs ($),2005,QL,QLD Eastern Darling Downs,361130.0
66347,Total cash receipts ($),2005,QL,QLD Eastern Darling Downs,439290.0
66348,Total closing capital ($),2005,QL,QLD Eastern Darling Downs,4116750.0
66349,Total crop gross receipts ($),2005,QL,QLD Eastern Darling Downs,92070.0
66350,Total family income ($),2005,QL,QLD Eastern Darling Downs,79920.0
66351,Total freight ($),2005,QL,QLD Eastern Darling Downs,4920.0
66352,Total labor used (weeks),2005,QL,QLD Eastern Darling Downs,101.0
66353,Total non farm income ($),2005,QL,QLD Eastern Darling Downs,50850.0
66354,Total off farm wages ($),2005,QL,QLD Eastern Darling Downs,23060.0
66355,Total wool sold (kg),2005,QL,QLD Eastern Darling Downs,
66356,Value of land and fixed improvements ($),2005,QL,QLD Eastern Darling Downs,3319690.0
66357,Vet fees ($),2005,QL,QLD Eastern Darling Downs,180.0
66358,Wages for hired labor ($),2005,QL,QLD Eastern Darling Downs,23070.0
66359,Water charges ($),2005,QL,QLD Eastern Darling Downs,150.0
66360,Wethers at 30 June (no.),2005,QL,QLD Eastern Darling Downs,109.0
66361,Wheat area sown (ha),2005,QL,QLD Eastern Darling Downs,14.0
66362,Wheat produced (t),2005,QL,QLD Eastern Darling Downs,17.0
66363,Wheat receipts ($),2005,QL,QLD Eastern Darling Downs,5620.0
66364,Wheat sold (t),2005,QL,QLD Eastern Darling Downs,15.0
66365,Wool cut per head (kg),2005,QL,QLD Eastern Darling Downs,
66366,Wool produced (kg),2005,QL,QLD Eastern Darling Downs,1099.0
66367,Wool receipts ($),2005,QL,QLD Eastern Darling Downs,4870.0
66368,AI stud fees and herd testing ($),2005,QL,QLD Northern Coastal - Mackay to Cairns,1000.0
66369,Accounting services ($),2005,QL,QLD Northern Coastal - Mackay to Cairns,2620.0
66370,Advisory services ($),2005,QL,QLD Northern Coastal - Mackay to Cairns,70.0
66371,Age of owner manager (yrs),2005,QL,QLD Northern Coastal - Mackay to Cairns,49.0
66372,Age of spouse (yrs),2005,QL,QLD Northern Coastal - Mackay to Cairns,47.0
66373,Agistment ($),2005,QL,QLD Northern Coastal - Mackay to Cairns,4540.0
66374,Area operated at 30 June (ha),2005,QL,QLD Northern Coastal - Mackay to Cairns,11712.0
66375,Barley area sown (ha),2005,QL,QLD Northern Coastal - Mackay to Cairns,0.0
66376,Barley produced (t),2005,QL,QLD Northern Coastal - Mackay to Cairns,0.0
66377,Barley receipts ($),2005,QL,QLD Northern Coastal - Mackay to Cairns,0.0
66378,Beef bulls at 30 June (no.),2005,QL,QLD Northern Coastal - Mackay to Cairns,28.0
